sentence,entities,finishment,api_result
"Shinzo Abe , acting secretary general of Japan 's ruling Liberal Democratic Party , said Sunday that it would be "" unthinkable "" for Tokyo to do nothing should North Korea conduct such a test .","[['Shinzo Abe', (15895, 15896), 'per'], ['Japan', (15902, 15902), 'gpe'], ['Liberal Democratic Party', (15905, 15907), 'org'], ['Sunday', (15910, 15910), 'tim'], ['Tokyo', (15919, 15919), 'gpe'], ['North', (15924, 15924), 'geo'], ['Korea', (15925, 15925), 'gpe']]",0,"[['Shinzo Abe', (15895, 15896), 'per'], ['Japan', (15902, 15902), 'gpe'], ['Liberal Democratic Party', (15905, 15907), 'org'], ['Sunday', (15910, 15910), 'tim'], ['Tokyo', (15919, 15919), 'gpe'], ['North', (15924, 15924), 'geo'], ['Korea', (15925, 15925), 'gpe']]"
"U.S. officials have warned that North Korea may be preparing for a nuclear test , citing satellite photos they say show suspicious activity near the coastal town of Kilju .","[['U.S.', (15931, 15931), 'gpe'], ['North', (15936, 15936), 'geo'], ['Korea', (15937, 15937), 'gpe'], ['Kilju', (15959, 15959), 'geo']]",0,"[['U.S.', (15931, 15931), 'gpe'], ['North', (15936, 15936), 'geo'], ['Korea', (15937, 15937), 'gpe'], ['Kilju', (15959, 15959), 'geo']]"
"Interviewed on the television program Fox News Sunday ,","[['Fox News', (15966, 15967), 'org'], ['Sunday', (15968, 15968), 'tim']]",0,"[['Fox News', (15966, 15967), 'org'], ['Sunday', (15968, 15968), 'tim']]"
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","[['U.S.', (15970, 15970), 'gpe'], ['National Security Adviser', (15971, 15973), 'org'], ['Stephen Hadley', (15974, 15975), 'per'], ['Washington', (15989, 15989), 'gpe'], ['North', (16000, 16000), 'geo'], ['Korean', (16001, 16001), 'gpe']]",0,"[['U.S.', (15970, 15970), 'gpe'], ['National Security Adviser', (15971, 15973), 'org'], ['Stephen Hadley', (15974, 15975), 'per'], ['Washington', (15989, 15989), 'gpe'], ['North', (16000, 16000), 'geo'], ['Korean', (16001, 16001), 'gpe']]"
North Korea has warned that it will consider any sanctions imposed against it a declaration of war .,"[['North', (16004, 16004), 'geo'], ['Korea', (16005, 16005), 'gpe']]",0,"[['North', (16004, 16004), 'geo'], ['Korea', (16005, 16005), 'gpe']]"
"Authorities in Iraq say a car bomb exploded in central Baghdad early Monday , killing at least three people and injuring two others .","[['Iraq', (16024, 16024), 'geo'], ['Baghdad', (16032, 16032), 'geo'], ['Monday', (16034, 16034), 'tim']]",0,"[['Iraq', (16024, 16024), 'geo'], ['Baghdad', (16032, 16032), 'geo'], ['Monday', (16034, 16034), 'tim']]"
"The blast occurred near one of the gates to the heavily fortified Green Zone , where the headquarters of the Iraqi government , U.S. forces and most foreign missions are located .","[['Green Zone', (16058, 16059), 'org'], ['Iraqi', (16066, 16066), 'gpe'], ['U.S.', (16069, 16069), 'geo']]",0,"[['Green Zone', (16058, 16059), 'org'], ['Iraqi', (16066, 16066), 'gpe'], ['U.S.', (16069, 16069), 'geo']]"
"Separately , the U.S. military says more than 35 insurgents were killed when coalition air strikes hit five targets in a small western town ( Obeidi ) near the Syrian border .","[['U.S.', (16081, 16081), 'geo'], ['Obeidi', (16103, 16103), 'per'], ['Syrian', (16107, 16107), 'gpe']]",0,"[['U.S.', (16081, 16081), 'geo'], ['Obeidi', (16103, 16103), 'per'], ['Syrian', (16107, 16107), 'gpe']]"
Officials say 25 other insurgents were captured .,[],0,[]
"U.S. and Iraqi forces have been operating in the Euphrates River valley to stem the flow of insurgents and supplies from across the border , ahead of next month 's parliamentary elections .","[['U.S.', (16118, 16118), 'geo'], ['Iraqi', (16120, 16120), 'gpe'], ['Euphrates River', (16127, 16128), 'geo']]",0,"[['U.S.', (16118, 16118), 'geo'], ['Iraqi', (16120, 16120), 'gpe'], ['Euphrates River', (16127, 16128), 'geo']]"
"On Sunday , Iraq 's Sunni Arab leaders called for an end to large-scale military operations in mostly Sunni areas , saying they may discourage Sunnis from taking part in the vote .","[['Sunday', (16152, 16152), 'tim'], ['Iraq', (16154, 16154), 'geo'], ['Sunni Arab', (16156, 16157), 'geo']]",0,"[['Sunday', (16152, 16152), 'tim'], ['Iraq', (16154, 16154), 'geo'], ['Sunni Arab', (16156, 16157), 'geo']]"
European Union Health Commissioner Markos Kypriano says the EU is increasing its pledge for the fight against bird flu to $ 120 million .,"[['European Union Health', (16184, 16186), 'org'], ['Markos Kypriano', (16188, 16189), 'per'], ['EU', (16192, 16192), 'org'], ['120', (16205, 16205), 'tim']]",0,"[['European Union Health', (16184, 16186), 'org'], ['Markos Kypriano', (16188, 16189), 'per'], ['EU', (16192, 16192), 'org'], ['120', (16205, 16205), 'tim']]"
The EU pledged the assistance in Beijing Tuesday at a donors conference organized by health experts to raise money to help developing countries contain bird flu .,"[['EU', (16209, 16209), 'org'], ['Beijing', (16214, 16214), 'geo'], ['Tuesday', (16215, 16215), 'tim']]",0,"[['EU', (16209, 16209), 'org'], ['Beijing', (16214, 16214), 'geo'], ['Tuesday', (16215, 16215), 'tim']]"
The World Bank and World Health Organization are hoping to raise $ 1.5 billion from rich countries to help poorer nations fight bird flu and prevent a global pandemic .,"[['World Bank and World Health Organization', (16236, 16241), 'org']]",0,"[['World Bank and World Health Organization', (16236, 16241), 'org']]"
The United States is expected to announce its pledge on Wednesday .,"[['United States', (16266, 16267), 'geo'], ['Wednesday', (16275, 16275), 'tim']]",0,"[['United States', (16266, 16267), 'geo'], ['Wednesday', (16275, 16275), 'tim']]"
"Swiss drugmaker Roche said it will donate another batch of Tamiflu , an anti-viral medication , to treat an additional two million people in the event of a bird flu pandemic .","[['Swiss', (16277, 16277), 'gpe'], ['Roche', (16279, 16279), 'per'], ['Tamiflu', (16287, 16287), 'geo']]",0,"[['Swiss', (16277, 16277), 'gpe'], ['Roche', (16279, 16279), 'per'], ['Tamiflu', (16287, 16287), 'geo']]"
"A World Health Organization official , Margaret Chan , told the meeting there is a great risk of an epidemic , although the timing and severity is uncertain .","[['World Health Organization', (16310, 16312), 'org'], ['Margaret Chan', (16315, 16316), 'per']]",0,"[['World Health Organization', (16310, 16312), 'org'], ['Margaret Chan', (16315, 16316), 'per']]"
The Inter-American Development Bank says the world Haitian disapora sent more than $ 1.6 billion back to families on the impoverished island in 2006 .,"[['Inter-American Development Bank', (16339, 16341), 'org'], ['Haitian', (16345, 16345), 'gpe'], ['2006', (16361, 16361), 'tim']]",0,"[['Inter-American Development Bank', (16339, 16341), 'org'], ['Haitian', (16345, 16345), 'gpe'], ['2006', (16361, 16361), 'tim']]"
The bank said Tuesday the money sent to Haiti from overseas equals more than one-third of the country 's gross national product .,"[['Tuesday', (16366, 16366), 'tim'], ['Haiti', (16371, 16371), 'geo']]",0,"[['Tuesday', (16366, 16366), 'tim'], ['Haiti', (16371, 16371), 'geo']]"
"More than $ 1 billion came from the United States and the large Haitian communities in Boston , Miami , and New~York .","[['United States', (16394, 16395), 'geo'], ['Haitian', (16399, 16399), 'gpe'], ['Boston', (16402, 16402), 'geo'], ['Miami', (16404, 16404), 'geo'], ['New~York', (16407, 16407), 'geo']]",0,"[['United States', (16394, 16395), 'geo'], ['Haitian', (16399, 16399), 'gpe'], ['Boston', (16402, 16402), 'geo'], ['Miami', (16404, 16404), 'geo'], ['New~York', (16407, 16407), 'geo']]"
"Other large contributions came from Canada , France , and the Bahamas .","[['Canada', (16414, 16414), 'geo'], ['France', (16416, 16416), 'org'], ['Bahamas', (16420, 16420), 'geo']]",0,"[['Canada', (16414, 16414), 'geo'], ['France', (16416, 16416), 'org'], ['Bahamas', (16420, 16420), 'geo']]"
The bank says many of the recipients of overseas money have incomes less than $ 500 a year .,[],0,[]
"They use the extra funds for basic expenses , while others invest it in small businesses and education for their children .",[],0,[]
Ukraine 's Prime Minister Yury Yekhanurov says the signing of a controversial natural gas deal with Russia has been postponed again .,"[['Ukraine', (16463, 16463), 'geo'], ['Prime Minister Yury Yekhanurov', (16465, 16468), 'per'], ['Russia', (16479, 16479), 'org']]",0,"[['Ukraine', (16463, 16463), 'geo'], ['Prime Minister Yury Yekhanurov', (16465, 16468), 'per'], ['Russia', (16479, 16479), 'org']]"
The signing had already been delayed from Saturday to Wednesday .,"[['from Saturday to Wednesday', (16491, 16494), 'tim']]",0,"[['from Saturday to Wednesday', (16491, 16494), 'tim']]"
But Mr. Yekhanurov says experts continue to work on the documents .,"[['Mr.', (16497, 16497), 'per'], ['Yekhanurov', (16498, 16498), 'org']]",0,"[['Mr.', (16497, 16497), 'per'], ['Yekhanurov', (16498, 16498), 'org']]"
The draft agreement calls for Ukraine to pay Russia nearly twice as much for natural gas .,"[['Ukraine', (16513, 16513), 'org'], ['Russia', (16516, 16516), 'org']]",0,"[['Ukraine', (16513, 16513), 'org'], ['Russia', (16516, 16516), 'org']]"
"The new price would be $ 95 per 1,000 cubic meters , up from the previous rate of $ 50 .",[],0,[]
"The two sides reached the deal January 4 , after a three-day suspension of Russian gas deliveries to Ukraine .","[['January 4', (16552, 16553), 'tim'], ['three-day', (16557, 16557), 'tim'], ['Russian', (16560, 16560), 'gpe'], ['Ukraine', (16564, 16564), 'geo']]",0,"[['January 4', (16552, 16553), 'tim'], ['three-day', (16557, 16557), 'tim'], ['Russian', (16560, 16560), 'gpe'], ['Ukraine', (16564, 16564), 'geo']]"
"The agreement triggered a political crisis in Ukraine , and parliament voted to dismiss the government .","[['Ukraine', (16573, 16573), 'geo']]",0,"[['Ukraine', (16573, 16573), 'geo']]"
The Chinese government has called for new measures to prevent the economy from overheating .,"[['Chinese', (16584, 16584), 'gpe']]",0,"[['Chinese', (16584, 16584), 'gpe']]"
The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter .,"[['Xinhua', (16600, 16600), 'org'], ['State Council', (16605, 16606), 'org'], ['Friday', (16609, 16609), 'tim'], ['first quarter', (16627, 16628), 'tim']]",0,"[['Xinhua', (16600, 16600), 'org'], ['State Council', (16605, 16606), 'org'], ['Friday', (16609, 16609), 'tim'], ['first quarter', (16627, 16628), 'tim']]"
"China 's banks doled out $ 156 billion in new loans in the first quarter , more than half the target for all of 2006 .","[['China', (16630, 16630), 'geo'], ['first quarter', (16643, 16644), 'tim'], ['2006', (16654, 16654), 'tim']]",0,"[['China', (16630, 16630), 'geo'], ['first quarter', (16643, 16644), 'tim'], ['2006', (16654, 16654), 'tim']]"
"The Chinese economy is growing at a rapid pace , topping nine percent in the last two years .","[['Chinese', (16657, 16657), 'gpe'], ['two', (16672, 16672), 'tim']]",0,"[['Chinese', (16657, 16657), 'gpe'], ['two', (16672, 16672), 'tim']]"
Leaders are concerned the pace could raise inflation rates or lead to investment in unnecessary projects .,[],0,[]
The central bank said the growth of the broad money supply rose nearly 19 percent on a year-on-year basis to $ 3.9 trillion by the end of March .,"[['end of March', (16717, 16719), 'tim']]",0,"[['end of March', (16717, 16719), 'tim']]"
A media rights group says Burma 's military-led government has released two Burmese journalists working for a Japanese television station .,"[['Burma', (16726, 16726), 'gpe'], ['Burmese', (16733, 16733), 'gpe'], ['Japanese', (16738, 16738), 'gpe']]",0,"[['Burma', (16726, 16726), 'gpe'], ['Burmese', (16733, 16733), 'gpe'], ['Japanese', (16738, 16738), 'gpe']]"
Reporters Without Borders and the Burma Media Association welcomed the release of the reporters after two days of detention .,"[['Burma Media Association', (16747, 16749), 'org'], ['two', (16757, 16757), 'tim'], ['of detention', (16759, 16760), 'tim']]",0,"[['Burma Media Association', (16747, 16749), 'org'], ['two', (16757, 16757), 'tim'], ['of detention', (16759, 16760), 'tim']]"
They say the journalists are in good shape - despite being shaken by the incident .,[],0,[]
The two journalists were arrested Monday after they went to a port near Rangoon to verify the arrival of a North Korean cargo ship .,"[['Monday', (16783, 16783), 'tim'], ['Rangoon', (16791, 16791), 'geo'], ['Korean', (16799, 16799), 'gpe']]",0,"[['Monday', (16783, 16783), 'tim'], ['Rangoon', (16791, 16791), 'geo'], ['Korean', (16799, 16799), 'gpe']]"
"The reporters , Aung Shwe Oo and his daughter , Daw Sint Sint Aung , both work for Nippon News Network 's Bangkok bureau .","[['Aung Shwe Oo', (16806, 16808), 'org'], ['Daw Sint Sint Aung', (16813, 16816), 'per'], [""Nippon News Network 's Bangkok"", (16821, 16825), 'org']]",0,"[['Aung Shwe Oo', (16806, 16808), 'org'], ['Daw Sint Sint Aung', (16813, 16816), 'per'], [""Nippon News Network 's Bangkok"", (16821, 16825), 'org']]"
Images of the Indian Ocean floor show a giant landslide at the starting point of the earthquake triggered tsunami that devastated regional coastlines on December 26 .,"[['Indian Ocean', (16831, 16832), 'geo'], ['December 26', (16852, 16853), 'tim']]",0,"[['Indian Ocean', (16831, 16832), 'geo'], ['December 26', (16852, 16853), 'tim']]"
The digital map has been produced by a British survey ship HMS Scott that has been collecting data off the coast of Indonesia 's Sumatra Island since early January .,"[['British', (16863, 16863), 'gpe'], ['HMS Scott', (16866, 16867), 'per'], ['Indonesia', (16877, 16877), 'geo'], ['Sumatra Island', (16879, 16880), 'geo'], ['January', (16883, 16883), 'tim']]",0,"[['British', (16863, 16863), 'gpe'], ['HMS Scott', (16866, 16867), 'per'], ['Indonesia', (16877, 16877), 'geo'], ['Sumatra Island', (16879, 16880), 'geo'], ['January', (16883, 16883), 'tim']]"
The probe of the area where two pieces of ocean floor collided shows a ridge of mud hundreds of meters thick where the seawater was forced up to form the tsunami .,[],0,[]
"Scientists on the ship say that while the data will not help predict when earthquakes will occur , it could help in warning of future tsunamis .",[],0,[]
A Republican Congressman says he is temporarily stepping down from a House committee-chairman position while he is being investigated for corruption .,"[['House committee-chairman', (16955, 16956), 'org']]",0,"[['House committee-chairman', (16955, 16956), 'org']]"
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"[['Ohio', (16966, 16966), 'gpe'], ['Representative', (16967, 16967), 'org'], ['Bob Ney', (16968, 16969), 'per'], ['House', (16977, 16977), 'org'], ['recent', (16981, 16981), 'tim']]",0,"[['Ohio', (16966, 16966), 'gpe'], ['Representative', (16967, 16967), 'org'], ['Bob Ney', (16968, 16969), 'per'], ['House', (16977, 16977), 'org'], ['recent', (16981, 16981), 'tim']]"
"He said in a statement Sunday that the allegations against him have become a distraction to lawmakers , including those in the committee he chaired , the House Administration Committee .","[['Sunday', (16989, 16989), 'tim'], ['House Administration Committee', (17011, 17013), 'org']]",0,"[['Sunday', (16989, 16989), 'tim'], ['House Administration Committee', (17011, 17013), 'org']]"
Ney has been identified as the unnamed lawmaker that lobbyist Jack Abramoff said accepted lavish gifts and financial contributions in exchange for favors and support .,"[['Ney', (17015, 17015), 'per'], ['Jack Abramoff', (17025, 17026), 'per']]",0,"[['Ney', (17015, 17015), 'per'], ['Jack Abramoff', (17025, 17026), 'per']]"
Abramoff has pleaded guilty to fraud and tax evasion .,"[['Abramoff', (17041, 17041), 'per']]",0,"[['Abramoff', (17041, 17041), 'per']]"
Ney denies any wrongdoing .,"[['Ney', (17051, 17051), 'per']]",0,"[['Ney', (17051, 17051), 'per']]"
Texas representative Tom DeLay stepped down as House Majority Leader late last year after being indicted for alleged campaign finance violations .,"[['Texas', (17056, 17056), 'gpe'], ['Tom DeLay', (17058, 17059), 'per'], ['House Majority Leader', (17063, 17065), 'org']]",0,"[['Texas', (17056, 17056), 'gpe'], ['Tom DeLay', (17058, 17059), 'per'], ['House Majority Leader', (17063, 17065), 'org']]"
DeLay had close ties to Abramoff and some of the congressman 's aides are being investigated in the Abramoff scandal .,"[['DeLay', (17078, 17078), 'per'], ['Abramoff', (17083, 17083), 'per'], ['Abramoff', (17096, 17096), 'per']]",0,"[['DeLay', (17078, 17078), 'per'], ['Abramoff', (17083, 17083), 'per'], ['Abramoff', (17096, 17096), 'per']]"
One of the suspected bombers in the failed July 21 attacks on London 's transport system is being extradited from Italy to Britain .,"[['July 21', (17107, 17108), 'tim'], ['London', (17111, 17111), 'geo'], ['Italy', (17119, 17119), 'geo'], ['Britain', (17121, 17121), 'geo']]",0,"[['July 21', (17107, 17108), 'tim'], ['London', (17111, 17111), 'geo'], ['Italy', (17119, 17119), 'geo'], ['Britain', (17121, 17121), 'geo']]"
"A plane carrying Ethiopian-born Hamdi Issac , also known as Osman Hussain , left Rome 's Ciampino airport around midday Thursday , for London .","[['Hamdi Issac', (17127, 17128), 'per'], ['Osman Hussain', (17133, 17134), 'per'], ['Rome', (17137, 17137), 'geo'], ['Ciampino', (17139, 17139), 'geo'], ['midday Thursday', (17142, 17143), 'tim'], ['London', (17146, 17146), 'geo']]",0,"[['Hamdi Issac', (17127, 17128), 'per'], ['Osman Hussain', (17133, 17134), 'per'], ['Rome', (17137, 17137), 'geo'], ['Ciampino', (17139, 17139), 'geo'], ['midday Thursday', (17142, 17143), 'tim'], ['London', (17146, 17146), 'geo']]"
"Italian police arrested the British citizen in Rome a week after the July 21 attacks , which caused no fatalities but brought chaos to London two weeks after suicide bombers killed 52 people in the British capital .","[['Italian', (17148, 17148), 'gpe'], ['British', (17152, 17152), 'gpe'], ['Rome', (17155, 17155), 'geo'], ['July 21', (17160, 17161), 'tim'], ['London', (17172, 17172), 'geo'], ['two', (17173, 17173), 'tim'], ['British', (17183, 17183), 'gpe']]",0,"[['Italian', (17148, 17148), 'gpe'], ['British', (17152, 17152), 'gpe'], ['Rome', (17155, 17155), 'geo'], ['July 21', (17160, 17161), 'tim'], ['London', (17172, 17172), 'geo'], ['two', (17173, 17173), 'tim'], ['British', (17183, 17183), 'gpe']]"
"Hamdi Issac has admitted to taking part in the second set of attacks but has said the action was meant to scare people , not kill them .","[['Hamdi Issac', (17186, 17187), 'per']]",0,"[['Hamdi Issac', (17186, 17187), 'per']]"
Italy 's highest court upheld his extradition order on September 13 .,"[['Italy', (17214, 17214), 'geo'], ['September 13', (17223, 17224), 'tim']]",0,"[['Italy', (17214, 17214), 'geo'], ['September 13', (17223, 17224), 'tim']]"
The surging Mississippi River spilled over levees in two towns in the state of Illinois and is threatening to deluge other parts of the central United States .,"[['Mississippi River', (17228, 17229), 'geo'], ['Illinois', (17240, 17240), 'geo'], ['United States', (17251, 17252), 'geo']]",0,"[['Mississippi River', (17228, 17229), 'geo'], ['Illinois', (17240, 17240), 'geo'], ['United States', (17251, 17252), 'geo']]"
The Army Corps of Engineers says 20 levees in the central U.S. have already overflowed - and up to 30 more are in danger of overflowing .,"[['Army Corps of Engineers', (17255, 17258), 'org'], ['U.S.', (17265, 17265), 'geo']]",0,"[['Army Corps of Engineers', (17255, 17258), 'org'], ['U.S.', (17265, 17265), 'geo']]"
Central U.S. river towns are at risk as floodwaters that submerged parts of two of the state of Iowa 's largest cities are now flowing downstream .,"[['Central U.S.', (17281, 17282), 'geo'], ['Iowa', (17299, 17299), 'geo']]",0,"[['Central U.S.', (17281, 17282), 'geo'], ['Iowa', (17299, 17299), 'geo']]"
Residents have joined members of the National Guard in a desperate effort to strengthen levees with sandbags .,"[['National Guard', (17314, 17315), 'org']]",0,"[['National Guard', (17314, 17315), 'org']]"
"Meanwhile , Iowa is cleaning up after widespread flooding inundated homes , destroyed crops and cut off highways and bridges .","[['Iowa', (17328, 17328), 'org']]",0,"[['Iowa', (17328, 17328), 'org']]"
"At the White House Tuesday , U.S. President George Bush expressed concern for the flood victims .","[['White House', (17349, 17350), 'org'], ['Tuesday', (17351, 17351), 'tim'], ['U.S.', (17353, 17353), 'org'], ['President George Bush', (17354, 17356), 'per']]",0,"[['White House', (17349, 17350), 'org'], ['Tuesday', (17351, 17351), 'tim'], ['U.S.', (17353, 17353), 'org'], ['President George Bush', (17354, 17356), 'per']]"
He is to visit Iowa Thursday to inspect the damage .,"[['Iowa', (17368, 17368), 'geo'], ['Thursday', (17369, 17369), 'tim']]",0,"[['Iowa', (17368, 17368), 'geo'], ['Thursday', (17369, 17369), 'tim']]"
A U.S. government audit shows that at least 232 civilians have been killed while working on U.S. reconstruction projects in Iraq .,"[['U.S.', (17376, 17376), 'geo'], ['U.S.', (17391, 17391), 'org'], ['Iraq', (17395, 17395), 'geo']]",0,"[['U.S.', (17376, 17376), 'geo'], ['U.S.', (17391, 17391), 'org'], ['Iraq', (17395, 17395), 'geo']]"
The report by the Special Inspector General for Iraq Reconstruction indicates the death toll of those employees for private contractors increased 93 percent in recent months ( the fourth quarter of 2004 ) .,"[['General', (17403, 17403), 'per'], ['Iraq Reconstruction', (17405, 17406), 'geo'], ['fourth quarter of 2004', (17425, 17428), 'tim']]",0,"[['General', (17403, 17403), 'per'], ['Iraq Reconstruction', (17405, 17406), 'geo'], ['fourth quarter of 2004', (17425, 17428), 'tim']]"
"In addition to those killed , 728 claims were filed for employees who missed more than four days of work .",[],0,[]
"The inspector 's report says "" Iraq 's unsettled security environment continues to present grave risks for contractors and employees . ""","[['Iraq', (17458, 17458), 'geo']]",0,"[['Iraq', (17458, 17458), 'geo']]"
The quarterly report sent to U.S. Congress based its information on statistics from the U.S. Labor Department compiled from workers ' compensation claims filed by all U.S. government contractors .,"[['U.S. Congress', (17479, 17480), 'org'], ['U.S. Labor Department', (17488, 17490), 'org'], ['U.S.', (17500, 17500), 'org']]",0,"[['U.S. Congress', (17479, 17480), 'org'], ['U.S. Labor Department', (17488, 17490), 'org'], ['U.S.', (17500, 17500), 'org']]"
Former Chilean dictator Augusto Pinochet has been indicted on human rights charges and placed under house arrest .,"[['Chilean', (17505, 17505), 'gpe'], ['Augusto Pinochet', (17507, 17508), 'per']]",0,"[['Chilean', (17505, 17505), 'gpe'], ['Augusto Pinochet', (17507, 17508), 'per']]"
Judge Victor Montiglio charged General Pinochet in connection with the kidnapping and disappearance of seven people in the early years of his 1973 to 1990 rule .,"[['Victor Montiglio', (17523, 17524), 'per'], ['General Pinochet', (17526, 17527), 'org'], ['of his 1973 to 1990', (17542, 17546), 'tim']]",0,"[['Victor Montiglio', (17523, 17524), 'per'], ['General Pinochet', (17526, 17527), 'org'], ['of his 1973 to 1990', (17542, 17546), 'tim']]"
"The charges are part of a human rights case known as "" Operation Colombo , "" in which 119 dissidents disappeared while in custody .","[['Operation Colombo', (17561, 17562), 'per']]",0,"[['Operation Colombo', (17561, 17562), 'per']]"
"Mr. Montiglio 's indictment Thursday comes six days after he questioned the ex-dictator and the former head of the secret police , Manuel Contreras , to determine responsibility for the disappearance of the 119 Pinochet foes .","[['Mr. Montiglio', (17574, 17575), 'per'], ['Thursday', (17578, 17578), 'tim'], ['Manuel Contreras', (17596, 17597), 'per'], ['Pinochet', (17608, 17608), 'org']]",0,"[['Mr. Montiglio', (17574, 17575), 'per'], ['Thursday', (17578, 17578), 'tim'], ['Manuel Contreras', (17596, 17597), 'per'], ['Pinochet', (17608, 17608), 'org']]"
This is the second indictment in two days against the former dictator .,"[['two', (17617, 17617), 'tim']]",0,"[['two', (17617, 17617), 'tim']]"
"General Pinochet , who turns 90 on Friday , had just made bail following his indictment Wednesday on charges of tax evasion , corruption and using FALSE passports in a case involving an estimated $ 27 million hidden in foreign bank accounts .","[['General Pinochet', (17624, 17625), 'org'], ['Friday', (17631, 17631), 'tim'], ['Wednesday', (17640, 17640), 'tim']]",0,"[['General Pinochet', (17624, 17625), 'org'], ['Friday', (17631, 17631), 'tim'], ['Wednesday', (17640, 17640), 'tim']]"
Leaders of the South American trade bloc Mercosur are meeting in Venezuela to formally welcome Venezuela into the group .,"[['South American', (17670, 17671), 'org'], ['Mercosur', (17674, 17674), 'org'], ['Venezuela', (17678, 17678), 'geo'], ['Venezuela', (17682, 17682), 'org']]",0,"[['South American', (17670, 17671), 'org'], ['Mercosur', (17674, 17674), 'org'], ['Venezuela', (17678, 17678), 'geo'], ['Venezuela', (17682, 17682), 'org']]"
"Presidents of member nations Argentina , Brazil , Paraguay and Uruguay are to sign a document Tuesday extending voting rights and lower tariffs to Venezuela .","[['Argentina', (17691, 17691), 'org'], ['Brazil', (17693, 17693), 'org'], ['Paraguay', (17695, 17695), 'org'], ['Uruguay', (17697, 17697), 'org'], ['Tuesday', (17703, 17703), 'tim'], ['Venezuela', (17711, 17711), 'org']]",0,"[['Argentina', (17691, 17691), 'org'], ['Brazil', (17693, 17693), 'org'], ['Paraguay', (17695, 17695), 'org'], ['Uruguay', (17697, 17697), 'org'], ['Tuesday', (17703, 17703), 'tim'], ['Venezuela', (17711, 17711), 'org']]"
"With the new member , officials say the trade bloc will account for $ 1 trillion in annual economic activity and include 250 million people .",[],0,[]
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"[['Bolivian', (17739, 17739), 'gpe'], ['President Evo Morales', (17740, 17742), 'per'], ['Brazilian', (17753, 17753), 'gpe'], ['Luiz Inacio Lula da Silva', (17755, 17759), 'per'], ['Brazil', (17768, 17768), 'geo']]",0,"[['Bolivian', (17739, 17739), 'gpe'], ['President Evo Morales', (17740, 17742), 'per'], ['Brazilian', (17753, 17753), 'gpe'], ['Luiz Inacio Lula da Silva', (17755, 17759), 'per'], ['Brazil', (17768, 17768), 'geo']]"
"Bolivia is an associate member of Mercosur , formed in 1991 .","[['Bolivia', (17770, 17770), 'geo'], ['Mercosur', (17776, 17776), 'geo'], ['1991', (17780, 17780), 'tim']]",0,"[['Bolivia', (17770, 17770), 'geo'], ['Mercosur', (17776, 17776), 'geo'], ['1991', (17780, 17780), 'tim']]"
"Meanwhile , Paraguay 's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina .","[['Paraguay', (17784, 17784), 'org'], ['President Nicanor Duarte', (17786, 17788), 'per'], ['Brazil', (17802, 17802), 'org'], ['Argentina', (17804, 17804), 'org']]",0,"[['Paraguay', (17784, 17784), 'org'], ['President Nicanor Duarte', (17786, 17788), 'per'], ['Brazil', (17802, 17802), 'org'], ['Argentina', (17804, 17804), 'org']]"
"Three major banks have collapsed , unemployment has soared , and the value of the krona has plunged .",[],1,
Prime Minister Geir Haarde has refused to resign or call for early elections .,"[['Geir Haarde', (22110, 22111), 'per']]",1,
He blames Iceland 's economic calamity on commercial bankers .,"[['Iceland', (22124, 22124), 'org']]",1,
The government was forced to ask the International Monetary Fund and several countries for a multi-billion-dollar loan .,"[['International Monetary Fund', (22139, 22141), 'org']]",1,
"Global health experts said cancer will become the leading cause of death in the world by 2010 , overtaking heart disease .","[['2010', (22166, 22166), 'tim']]",1,
A World Health Organization report issued Tuesday said one factor behind cancer 's growing deadliness is rising cigarette smoking in developing countries .,"[['Tuesday', (22178, 22178), 'tim']]",1,
40 percent of the world 's smokers are thought to live in China and India alone .,"[['China', (22207, 22207), 'geo'], ['India', (22209, 22209), 'geo']]",1,
The WHO report said an estimated 12 million people will be diagnosed with some form of cancer this year .,"[['WHO', (22213, 22213), 'org']]",1,
It predicts that 7.6 million of them will die .,[],1,
"Health experts predicted the number of people who die from cancer will soon be greater than deaths from AIDS , tuberculosis and malaria combined .","[['AIDS', (22260, 22260), 'nat']]",1,
"The WHO said the number of new cancer patients may rise to 27 million a year by 2030 , with 17 million people dying from the disease .","[['WHO', (22268, 22268), 'org'], ['2030', (22284, 22284), 'tim']]",1,
A civil liberties group says it has obtained documents that allegedly show U.S. military forces tried to suppress reports about the abuse of Iraqi prisoners .,"[['U.S.', (22307, 22307), 'org'], ['Iraqi', (22318, 22318), 'org']]",1,
"The documents - released by the American Civil Liberties Union on Tuesday - say staff members of the Pentagon 's Defense Intelligence Agency ( DIA ) witnessed several incidents of abuse , including prisoners being assaulted , deprived of sleep and humiliated .","[['American Civil Liberties Union', (22327, 22330), 'org'], ['Tuesday -', (22332, 22333), 'tim'], [""Pentagon 's Defense Intelligence Agency"", (22339, 22343), 'org'], ['DIA', (22345, 22345), 'org']]",1,
