Sentence,Original_Entity,Predicted_Entity
Khartoum says troops were defending their positions from rebel attacks .,"['Khartoum', [1954, 1954], 'GPE']",{}
Venezuela responded by sending troops to the Colombian border .,"['Venezuela', [6277, 6277], 'GPE']",{}
Venezuela responded by sending troops to the Colombian border .,"['Colombian', [6284, 6284], 'GPE']",{}
"In recent weeks , AU officials say Sudanese troops and rebels have repeatedly violated the April truce .","['AU', [1915, 1915], 'ORG']",{}
"In recent weeks , AU officials say Sudanese troops and rebels have repeatedly violated the April truce .","['Sudanese', [1918, 1918], 'GPE']",{}
"In recent weeks , AU officials say Sudanese troops and rebels have repeatedly violated the April truce .","['April', [1926, 1926], 'DATE']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['Germany', [21892, 21892], 'LOC']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['Helmut Kohl', [21895, 21896], 'PERSON']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['U.S.', [21899, 21899], 'LOC']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['George Herbert Walker Bush', [21901, 21904], 'PERSON']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['Mikhail Gorbachev', [21910, 21911], 'PERSON']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['Berlin', [21918, 21918], 'LOC']",{}
"Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .","['Germany', [21924, 21924], 'LOC']",{}
Judge Victor Montiglio charged General Pinochet in connection with the kidnapping and disappearance of seven people in the early years of his 1973 to 1990 rule .,"['Victor Montiglio', [17523, 17524], 'PERSON']",{}
Judge Victor Montiglio charged General Pinochet in connection with the kidnapping and disappearance of seven people in the early years of his 1973 to 1990 rule .,"['General Pinochet', [17526, 17527], 'ORG']",{}
Judge Victor Montiglio charged General Pinochet in connection with the kidnapping and disappearance of seven people in the early years of his 1973 to 1990 rule .,"['of his 1973 to 1990', [17542, 17546], 'DATE']",{}
"Taleban activity has eased during the harshest Afghan winter in decades , but officials believe upcoming warmer weather will result in a renewed surge of violence .","['Taleban', [19811, 19811], 'ORG']",{}
"Taleban activity has eased during the harshest Afghan winter in decades , but officials believe upcoming warmer weather will result in a renewed surge of violence .","['Afghan', [19818, 19818], 'GPE']",{}
"Mr. Fujimori , Peru 's hard-line ruler from 1990 to 2000 , has denied the charges , calling them politically motivated .","['Mr. Fujimori', [8751, 8752], 'PERSON']",{}
"Mr. Fujimori , Peru 's hard-line ruler from 1990 to 2000 , has denied the charges , calling them politically motivated .","['Peru', [8754, 8754], 'LOC']",{}
"Mr. Fujimori , Peru 's hard-line ruler from 1990 to 2000 , has denied the charges , calling them politically motivated .","['1990', [8759, 8759], 'DATE']",{}
"Mr. Fujimori , Peru 's hard-line ruler from 1990 to 2000 , has denied the charges , calling them politically motivated .","['2000', [8761, 8761], 'DATE']",{}
"In the northern city of Tal Afar , a car bomb exploded Saturday , killing two people and wounding 30 others .","['Tal Afar', [11384, 11385], 'LOC']",{}
"In the northern city of Tal Afar , a car bomb exploded Saturday , killing two people and wounding 30 others .","['Saturday', [11391, 11391], 'DATE']",{}
At least two of the three Afghans were election workers .,"['Afghans', [20340, 20340], 'GPE']",{}
A spokesman for the cellist said Thursday he is undergoing routine treatment .,"['Thursday', [20458, 20458], 'DATE']",{}
"The party is divided over Britain 's participation in the Iraq conflict and the continued deployment of 8,500 British troops in that country .","['Britain', [113, 113], 'GPE']",{}
"The party is divided over Britain 's participation in the Iraq conflict and the continued deployment of 8,500 British troops in that country .","['Iraq', [118, 118], 'LOC']",{}
"The party is divided over Britain 's participation in the Iraq conflict and the continued deployment of 8,500 British troops in that country .","['British', [126, 126], 'GPE']",{}
The World Bank and World Health Organization are hoping to raise $ 1.5 billion from rich countries to help poorer nations fight bird flu and prevent a global pandemic .,"['World Bank and World Health Organization', [16236, 16241], 'ORG']",{}
Philip Alston said he is deeply concerned by the October 25 incident .,"['Philip Alston', [10202, 10203], 'PERSON']",{}
Philip Alston said he is deeply concerned by the October 25 incident .,"['October 25', [10211, 10212], 'DATE']",{}
The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world .,"['Byzantine', [2234, 2234], 'PERSON']",{}
The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world .,"['Prophet Muhammed', [2242, 2243], 'PERSON']",{}
Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week .,"['Mr. Akmatbayev', [5844, 5845], 'PERSON']",{}
Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week .,"['Wednesday', [5851, 5851], 'DATE']",{}
Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week .,"['Kyrgyz', [5854, 5854], 'GPE']",{}
He is accused of helping fund attacks carried out by an Algerian militant organization the Armed Islamic Group .,"['Algerian', [7846, 7846], 'GPE']",{}
He is accused of helping fund attacks carried out by an Algerian militant organization the Armed Islamic Group .,"['Armed Islamic Group', [7850, 7852], 'ORG']",{}
"Bolivia is an associate member of Mercosur , formed in 1991 .","['Bolivia', [17770, 17770], 'LOC']",{}
"Bolivia is an associate member of Mercosur , formed in 1991 .","['Mercosur', [17776, 17776], 'LOC']",{}
"Bolivia is an associate member of Mercosur , formed in 1991 .","['1991', [17780, 17780], 'DATE']",{}
But Admiral Mullen said he hopes the military option is not needed .,"['Admiral Mullen', [8369, 8370], 'PERSON']",{}
"Iran 's defense minister , Brigadier General Ahmad Vahidi , said Tuesday that U.S. threats to attack his country violate the United Nations charter .","['Iran', [8381, 8381], 'GPE']",{}
"Iran 's defense minister , Brigadier General Ahmad Vahidi , said Tuesday that U.S. threats to attack his country violate the United Nations charter .","['Brigadier General Ahmad Vahidi', [8386, 8389], 'PERSON']",{}
"Iran 's defense minister , Brigadier General Ahmad Vahidi , said Tuesday that U.S. threats to attack his country violate the United Nations charter .","['Tuesday', [8392, 8392], 'DATE']",{}
"Iran 's defense minister , Brigadier General Ahmad Vahidi , said Tuesday that U.S. threats to attack his country violate the United Nations charter .","['U.S.', [8394, 8394], 'GPE']",{}
"Iran 's defense minister , Brigadier General Ahmad Vahidi , said Tuesday that U.S. threats to attack his country violate the United Nations charter .","['United Nations', [8402, 8403], 'ORG']",{}
A group linked to al-Qaida in Iraq is denying Iraqi government reports that its leader was recently arrested .,"['al-Qaida', [10745, 10745], 'ORG']",{}
A group linked to al-Qaida in Iraq is denying Iraqi government reports that its leader was recently arrested .,"['Iraq', [10747, 10747], 'LOC']",{}
A group linked to al-Qaida in Iraq is denying Iraqi government reports that its leader was recently arrested .,"['Iraqi', [10750, 10750], 'GPE']",{}
Emergency power rationing has been put into effect around Moscow .,"['Moscow', [2666, 2666], 'LOC']",{}
Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .,"['Egypt', [5541, 5541], 'GPE']",{}
Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .,"['World Health Organization', [5546, 5548], 'ORG']",{}
Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .,"['Egyptian', [5551, 5551], 'GPE']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['U.S.', [11464, 11464], 'GPE']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['Iraqi', [11468, 11468], 'GPE']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['Baghdad', [11479, 11479], 'LOC']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['Sadr City', [11481, 11482], 'LOC']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","[""Shi'ite"", [11489, 11489], 'ORG']",{}
"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['Moqtada al-Sadr', [11491, 11492], 'PERSON']",{}
"Iranian officials say they expect to get access to sealed sensitive parts of the plant Wednesday , after an IAEA surveillance system begins functioning .","['Iranian', [196, 196], 'GPE']",{}
"Iranian officials say they expect to get access to sealed sensitive parts of the plant Wednesday , after an IAEA surveillance system begins functioning .","['Wednesday', [211, 211], 'DATE']",{}
"Iranian officials say they expect to get access to sealed sensitive parts of the plant Wednesday , after an IAEA surveillance system begins functioning .","['IAEA', [215, 215], 'ORG']",{}
"The U.N. 's Food and Agricultural Organization ( FAO ) said the tsunami destroyed or damaged more than 1,11,000 fishing vessels in the region .","['U.N.', [4341, 4341], 'ORG']",{}
"The U.N. 's Food and Agricultural Organization ( FAO ) said the tsunami destroyed or damaged more than 1,11,000 fishing vessels in the region .","['Food and Agricultural Organization', [4343, 4346], 'ORG']",{}
"The U.N. 's Food and Agricultural Organization ( FAO ) said the tsunami destroyed or damaged more than 1,11,000 fishing vessels in the region .","['FAO', [4348, 4348], 'ORG']",{}
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .,"['Mr. Ismail', [1891, 1892], 'PERSON']",{}
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .,"['United Nations', [1902, 1903], 'ORG']",{}
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .,"['African Union', [1905, 1906], 'ORG']",{}
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .,"['Khartoum', [1908, 1908], 'LOC']",{}
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .,"['Sunday', [1909, 1909], 'DATE']",{}
A U.S. government audit shows that at least 232 civilians have been killed while working on U.S. reconstruction projects in Iraq .,"['U.S.', [17376, 17376], 'LOC']",{}
A U.S. government audit shows that at least 232 civilians have been killed while working on U.S. reconstruction projects in Iraq .,"['U.S.', [17391, 17391], 'ORG']",{}
A U.S. government audit shows that at least 232 civilians have been killed while working on U.S. reconstruction projects in Iraq .,"['Iraq', [17395, 17395], 'LOC']",{}
"However , a lack of foreign investment in the key sectors of mining and hydrocarbons and higher food prices pose challenges for the Bolivian economy .","['Bolivian', [13032, 13032], 'GPE']",{}
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"['Bolivian', [17739, 17739], 'GPE']",{}
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"['President Evo Morales', [17740, 17742], 'PERSON']",{}
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"['Brazilian', [17753, 17753], 'GPE']",{}
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"['Luiz Inacio Lula da Silva', [17755, 17759], 'PERSON']",{}
Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil .,"['Brazil', [17768, 17768], 'LOC']",{}
Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,"['Japan', [5310, 5310], 'GPE']",{}
Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,"['North Korea', [5312, 5313], 'GPE']",{}
He said such criticism runs counter to the good development of U.S - China relations .,"['U.S', [6391, 6391], 'GPE']",{}
He said such criticism runs counter to the good development of U.S - China relations .,"['China', [6393, 6393], 'GPE']",{}
Malaysia and Indonesia have demanded proof of Bangkok 's allegations .,"['Malaysia', [4675, 4675], 'GPE']",{}
Malaysia and Indonesia have demanded proof of Bangkok 's allegations .,"['Indonesia', [4677, 4677], 'GPE']",{}
Malaysia and Indonesia have demanded proof of Bangkok 's allegations .,"['Bangkok', [4682, 4682], 'GPE']",{}
A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device .,"['Japanese', [15877, 15877], 'GPE']",{}
A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device .,"['U.N.', [15882, 15882], 'ORG']",{}
A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device .,"['North', [15886, 15886], 'LOC']",{}
A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device .,"['Korea', [15887, 15887], 'GPE']",{}
A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device .,"['Pyongyang', [15889, 15889], 'GPE']",{}
He fought extradition to France for 10 years .,"['France', [7865, 7865], 'LOC']",{}
"Sperling 's appointment is the latest major staff change for the Obama administration as it begins dealing with a new Republican majority in the House of Representatives , and planning for the president 's likely re-election campaign in 2012 .","['Sperling', [9827, 9827], 'PERSON']",{}
"Sperling 's appointment is the latest major staff change for the Obama administration as it begins dealing with a new Republican majority in the House of Representatives , and planning for the president 's likely re-election campaign in 2012 .","['Obama', [9838, 9838], 'PERSON']",{}
"Sperling 's appointment is the latest major staff change for the Obama administration as it begins dealing with a new Republican majority in the House of Representatives , and planning for the president 's likely re-election campaign in 2012 .","['House of Representatives', [9851, 9853], 'ORG']",{}
"Sperling 's appointment is the latest major staff change for the Obama administration as it begins dealing with a new Republican majority in the House of Representatives , and planning for the president 's likely re-election campaign in 2012 .","['2012', [9865, 9865], 'DATE']",{}
Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .,"['China', [5064, 5064], 'GPE']",{}
"However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .","['U.N.', [21015, 21015], 'ORG']",{}
"However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .","['October', [21018, 21018], 'DATE']",{}
"However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .","['Syrian', [21021, 21021], 'GPE']",{}
"However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .","['Lebanese', [21023, 21023], 'GPE']",{}
The interviews are expected to continue until Wednesday .,"['Wednesday', [20961, 20961], 'DATE']",{}
"U.S. military officials have filed charges against four detainees at Guantanamo , where more than 500 terror suspects are being held .","['U.S.', [11002, 11002], 'GPE']",{}
"U.S. military officials have filed charges against four detainees at Guantanamo , where more than 500 terror suspects are being held .","['Guantanamo', [11012, 11012], 'LOC']",{}
A United Nations expert on extrajudicial killings says he would like to visit Thailand to investigate last month 's deaths of 87 Muslim protesters .,"['United Nations', [10178, 10179], 'ORG']",{}
A United Nations expert on extrajudicial killings says he would like to visit Thailand to investigate last month 's deaths of 87 Muslim protesters .,"['Thailand', [10190, 10190], 'LOC']",{}
A United Nations expert on extrajudicial killings says he would like to visit Thailand to investigate last month 's deaths of 87 Muslim protesters .,"['Muslim', [10199, 10199], 'ORG']",{}
"The U.N. says the deal , which was signed Wednesday , will allow some 16,000 Sudanese refugees living in the CAR to voluntarily return home .","['U.N.', [7938, 7938], 'ORG']",{}
"The U.N. says the deal , which was signed Wednesday , will allow some 16,000 Sudanese refugees living in the CAR to voluntarily return home .","['Wednesday', [7946, 7946], 'DATE']",{}
"The U.N. says the deal , which was signed Wednesday , will allow some 16,000 Sudanese refugees living in the CAR to voluntarily return home .","['Sudanese', [7952, 7952], 'GPE']",{}
"The U.N. says the deal , which was signed Wednesday , will allow some 16,000 Sudanese refugees living in the CAR to voluntarily return home .","['CAR', [7957, 7957], 'GPE']",{}
"Meanwhile , Thailand 's revered King Bhumibol Adulyadej warned that the country could fall into ruin if the violence in the south does not end .","['Thailand', [10254, 10254], 'GPE']",{}
"Meanwhile , Thailand 's revered King Bhumibol Adulyadej warned that the country could fall into ruin if the violence in the south does not end .","['King Bhumibol Adulyadej', [10257, 10259], 'PERSON']",{}
A referendum would have delayed the withdrawal for months from its July starting date .,"['July starting date', [20752, 20754], 'DATE']",{}
"Also Monday , an al-Qaida-linked group claimed responsibility for gunning down a top Iraqi security official ( Wael al-Rubaei ) and his driver in Baghdad .","['Monday', [9421, 9421], 'DATE']",{}
"Also Monday , an al-Qaida-linked group claimed responsibility for gunning down a top Iraqi security official ( Wael al-Rubaei ) and his driver in Baghdad .","['Iraqi', [9433, 9433], 'GPE']",{}
"Also Monday , an al-Qaida-linked group claimed responsibility for gunning down a top Iraqi security official ( Wael al-Rubaei ) and his driver in Baghdad .","['Wael al-Rubaei', [9437, 9438], 'PERSON']",{}
"Also Monday , an al-Qaida-linked group claimed responsibility for gunning down a top Iraqi security official ( Wael al-Rubaei ) and his driver in Baghdad .","['Baghdad', [9444, 9444], 'LOC']",{}
The International Atomic Energy Agency is to hold second day of talks in Vienna Wednesday on how to respond to Iran 's resumption of low-level uranium conversion .,"['International Atomic Energy Agency', [154, 157], 'ORG']",{}
The International Atomic Energy Agency is to hold second day of talks in Vienna Wednesday on how to respond to Iran 's resumption of low-level uranium conversion .,"['Vienna', [166, 166], 'LOC']",{}
The International Atomic Energy Agency is to hold second day of talks in Vienna Wednesday on how to respond to Iran 's resumption of low-level uranium conversion .,"['Wednesday', [167, 167], 'DATE']",{}
The International Atomic Energy Agency is to hold second day of talks in Vienna Wednesday on how to respond to Iran 's resumption of low-level uranium conversion .,"['Iran', [173, 173], 'GPE']",{}
"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['Friday', [3495, 3495], 'DATE']",{}
"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['Panamanian', [3497, 3497], 'GPE']",{}
"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['President Martin Torrijos', [3498, 3500], 'PERSON']",{}
"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['Cuban', [3502, 3502], 'GPE']",{}
"The countries agreed to reopen their consulates , following a meeting Friday between Panamanian President Martin Torrijos and Cuban Vice President Carlos Lage .","['Vice President Carlos Lage', [3503, 3506], 'PERSON']",{}
