Sentence,Original_Entity,Predicted_Entity
The islands were part of the British colony of the Leeward Islands from 1872 - 1960 ; they were granted autonomy in 1967 .,"['British', (83061, 83061), 'GPE']","['British', 29, 'NORP']"
The French Territory of the Afars and the Issas became Djibouti in 1977 .,"['French', (196971, 196971), 'GPE']","['French', 4, 'NORP']"
The French Territory of the Afars and the Issas became Djibouti in 1977 .,"['Issas', (196978, 196978), 'ORG']","['Issas', 42, 'LOC']"
The French Territory of the Afars and the Issas became Djibouti in 1977 .,"['Djibouti', (196980, 196980), 'LOC']","['Djibouti', 55, 'GPE']"
Japan 's parliament has ratified a free trade agreement with Mexico .,"['Japan', (164279, 164279), 'LOC']","['Japan', 0, 'GPE']"
Japan 's parliament has ratified a free trade agreement with Mexico .,"['Mexico', (164289, 164289), 'LOC']","['Mexico', 61, 'GPE']"
The protest comes as Israeli and Palestinian leaders prepare to meet in Washington this week to resume stalled Middle East peace talks .,"['Israeli', (65449, 65449), 'GPE']","['Israeli', 21, 'NORP']"
The protest comes as Israeli and Palestinian leaders prepare to meet in Washington this week to resume stalled Middle East peace talks .,"['Palestinian', (65451, 65451), 'GPE']","['Palestinian', 33, 'NORP']"
The protest comes as Israeli and Palestinian leaders prepare to meet in Washington this week to resume stalled Middle East peace talks .,"['Washington', (65457, 65457), 'LOC']","['Washington', 72, 'GPE']"
The United States has welcomed Ukraine 's decision to invalidate the results of a disputed presidential runoff election .,"['Ukraine', (124278, 124278), 'LOC']","['Ukraine', 31, 'GPE']"
"Russia , a permanent Security Council member , has resisted Western efforts to sanction Iran for its refusal to comply with nuclear demands .","['Russia', (195774, 195774), 'LOC']","['Russia', 0, 'GPE']"
"Russia , a permanent Security Council member , has resisted Western efforts to sanction Iran for its refusal to comply with nuclear demands .","['Western', (195784, 195784), 'PERSON']","['Western', 60, 'LOC']"
"Russia , a permanent Security Council member , has resisted Western efforts to sanction Iran for its refusal to comply with nuclear demands .","['Iran', (195788, 195788), 'LOC']","['Iran', 88, 'GPE']"
The United Nations has called the situation in northern Uganda a forgotten humanitarian crisis .,"['Uganda', (178613, 178613), 'LOC']","['Uganda', 56, 'GPE']"
Mr. Nowak 's visit to China included stops in Tibet and the Muslim-majority region of Xinjiang .,"['China', (88611, 88611), 'LOC']","['China', 22, 'GPE']"
Mr. Nowak 's visit to China included stops in Tibet and the Muslim-majority region of Xinjiang .,"['Tibet', (88615, 88615), 'LOC']","['Tibet', 46, 'GPE']"
Mr. Nowak 's visit to China included stops in Tibet and the Muslim-majority region of Xinjiang .,"['Xinjiang', (88621, 88621), 'LOC']","['Xinjiang', 86, 'GPE']"
"In a separate attack -- also in Baiji -- insurgents fired a rocket-propelled grenade at a U.S. tank , wounding one soldier .","['U.S.', (186566, 186566), 'LOC']","['U.S.', 90, 'GPE']"
The opposition wants a third of the seats in the new Cabinet so it can have veto power .,"['Cabinet', (175931, 175931), 'LOC']","['Cabinet', 53, 'ORG']"
"Also in early August , a Moroccan-born Dane was charged with inciting Muslims to carry out terrorist acts .","['Dane', (104853, 104853), 'GPE']","['Dane', 39, 'NORP']"
Witnesses say the two men were killed early Friday near the security barrier separating southern Gaza with Israel .,"['Gaza', (10341, 10341), 'LOC']","['Gaza', 97, 'GPE']"
Witnesses say the two men were killed early Friday near the security barrier separating southern Gaza with Israel .,"['Israel', (10343, 10343), 'LOC']","['Israel', 107, 'GPE']"
German Defense Minister Karl Theodor zu Guttenberg says Army Inspector General Wolfgang Schneiderhan failed to provide adequate information about the incident in which civilians were killed .,"['German', (82684, 82684), 'GPE']","['German', 0, 'NORP']"
"But , U.S. officials said they have no favored candidate , and that aid sent to Ukraine is only for promoting free elections and democracy .","['U.S.', (204861, 204861), 'LOC']","['U.S.', 6, 'GPE']"
"But , U.S. officials said they have no favored candidate , and that aid sent to Ukraine is only for promoting free elections and democracy .","['Ukraine', (204875, 204875), 'LOC']","['Ukraine', 80, 'GPE']"
"An international meeting set to begin in Ethiopia on Thursday will focus on how to reverse African poverty and gain greater support from developed nations , including more debt relief .","['Ethiopia', (71449, 71449), 'LOC']","['Ethiopia', 41, 'GPE']"
"An international meeting set to begin in Ethiopia on Thursday will focus on how to reverse African poverty and gain greater support from developed nations , including more debt relief .","['African', (71458, 71458), 'GPE']","['African', 91, 'NORP']"
"The EU Monday also extended the mandate for the more than 6,000 peacekeeping troops in Bosnia through next year .","['Bosnia', (106543, 106543), 'LOC']","['Bosnia', 87, 'GPE']"
"On Wednesday , the torch will head to Jiangxi Province , to the west of Fujian .","['Jiangxi Province', (203842, 203843), 'LOC']","['Jiangxi Province', 38, 'GPE']"
"On Wednesday , the torch will head to Jiangxi Province , to the west of Fujian .","['Fujian', (203849, 203849), 'LOC']","['Fujian', 72, 'GPE']"
"Wen Jiabao spoke to reporters Wednesday after a meeting with European Union officials in The Hague , Netherlands .","['The Hague', (123652, 123653), 'ORG']","['The Hague', 89, 'GPE']"
"Wen Jiabao spoke to reporters Wednesday after a meeting with European Union officials in The Hague , Netherlands .","['Netherlands', (123655, 123655), 'LOC']","['Netherlands', 101, 'GPE']"
U.S weather forecasters say hurricane warnings have been posted for Mexico 's Yucatan peninsula as Hurricane Wilma continues to churn slowly through the Caribbean .,"['U.S', (126648, 126648), 'ORG']","['U.S', 0, 'GPE']"
U.S weather forecasters say hurricane warnings have been posted for Mexico 's Yucatan peninsula as Hurricane Wilma continues to churn slowly through the Caribbean .,"['Mexico', (126658, 126658), 'LOC']","['Mexico', 68, 'GPE']"
"Security officials say gunmen ambushed a police patrol Saturday , in the Baghdad area , killing two officers and wounding at least two others .","['Baghdad', (186688, 186688), 'LOC']","['Baghdad', 73, 'GPE']"
It also says Indian officials have used anti-terrorism laws to justify the use of excessive force against insurgents in Jammu and Kashmir .,"['Indian', (23794, 23794), 'GPE']","['Indian', 13, 'NORP']"
Pakistani Prime Minister Yousuf Raza Gilani ordered medical treatment for the injured and an investigation into the incident .,"['Pakistani', (65307, 65307), 'GPE']","['Pakistani', 0, 'NORP']"
"Mr. Abdullah Saturday urged the international community to intervene , saying that if Afghanistan 's next leader is chosen through a fraudulent vote , it could fuel instability in the country .","['Afghanistan', (148270, 148270), 'LOC']","['Afghanistan', 86, 'GPE']"
Witnesses in Baghdad say a bomb blast outside the Iraqi national journalists ' union has wounded the union 's leader and at least three other people .,"['Baghdad', (189188, 189188), 'LOC']","['Baghdad', 13, 'GPE']"
Witnesses in Baghdad say a bomb blast outside the Iraqi national journalists ' union has wounded the union 's leader and at least three other people .,"['Iraqi', (189195, 189195), 'GPE']","['Iraqi', 50, 'NORP']"
"The agency has identified the photographer as 50 year old Jaime Razuri , a Peruvian national .","['Peruvian', (159615, 159615), 'GPE']","['Peruvian', 75, 'NORP']"
North Korea announced in August that it no longer wanted U.N. food aid because it said domestic food production had improved .,"['North Korea', (104682, 104683), 'LOC']","['North Korea', 0, 'GPE']"
"Meanwhile , Mr. Annan said he expected the withdrawal of Syrian troops from Lebanon to be completed before Lebanese parliamentary elections set for May .","['Syrian', (106985, 106985), 'GPE']","['Syrian', 57, 'NORP']"
"Meanwhile , Mr. Annan said he expected the withdrawal of Syrian troops from Lebanon to be completed before Lebanese parliamentary elections set for May .","['Lebanon', (106988, 106988), 'LOC']","['Lebanon', 76, 'GPE']"
"Meanwhile , Mr. Annan said he expected the withdrawal of Syrian troops from Lebanon to be completed before Lebanese parliamentary elections set for May .","['Lebanese', (106993, 106993), 'GPE']","['Lebanese', 107, 'NORP']"
"Haiti 's electoral board has again postponed the country 's presidential and legislative elections , this time setting the poll for January 8 .","['Haiti', (167493, 167493), 'LOC']","['Haiti', 0, 'GPE']"
But Japanese Prime Minister Junichiro Koizumi says he visits the shrine to pray for peace .,"['Japanese', (107788, 107788), 'GPE']","['Japanese', 4, 'NORP']"
The joint maneuvers began in the Russian port city of Vladivostok Thursday .,"['Russian', (96166, 96166), 'GPE']","['Russian', 33, 'NORP']"
"The incident increased already tense relations over the four Kuril islands , which were seized by Soviet troops at the end of World War II , and are still claimed by Japan .","['Kuril', (208173, 208173), 'ORG']","['Kuril', 61, 'LOC']"
"The incident increased already tense relations over the four Kuril islands , which were seized by Soviet troops at the end of World War II , and are still claimed by Japan .","['Japan', (208195, 208195), 'LOC']","['Japan', 166, 'GPE']"
"Venezuelan President Hugo Chavez , his Brazilian and Colombian counterparts , Luiz Inacio Lula da Silva and Alvaro Uribe , as well as Spanish Prime Minister Jose Luis Rodriguez Zapatero are also to discuss drug smuggling , terrorism and seeking a common position toward Colombian rebels .","['Venezuelan', (167653, 167653), 'GPE']","['Venezuelan', 0, 'NORP']"
"Venezuelan President Hugo Chavez , his Brazilian and Colombian counterparts , Luiz Inacio Lula da Silva and Alvaro Uribe , as well as Spanish Prime Minister Jose Luis Rodriguez Zapatero are also to discuss drug smuggling , terrorism and seeking a common position toward Colombian rebels .","['Brazilian', (167659, 167659), 'GPE']","['Brazilian', 39, 'NORP']"
"Venezuelan President Hugo Chavez , his Brazilian and Colombian counterparts , Luiz Inacio Lula da Silva and Alvaro Uribe , as well as Spanish Prime Minister Jose Luis Rodriguez Zapatero are also to discuss drug smuggling , terrorism and seeking a common position toward Colombian rebels .","['Colombian', (167661, 167661), 'GPE']","['Colombian', 53, 'NORP']"
"Venezuelan President Hugo Chavez , his Brazilian and Colombian counterparts , Luiz Inacio Lula da Silva and Alvaro Uribe , as well as Spanish Prime Minister Jose Luis Rodriguez Zapatero are also to discuss drug smuggling , terrorism and seeking a common position toward Colombian rebels .","['Spanish', (167676, 167676), 'GPE']","['Spanish', 134, 'NORP']"
"Venezuelan President Hugo Chavez , his Brazilian and Colombian counterparts , Luiz Inacio Lula da Silva and Alvaro Uribe , as well as Spanish Prime Minister Jose Luis Rodriguez Zapatero are also to discuss drug smuggling , terrorism and seeking a common position toward Colombian rebels .","['Colombian', (167697, 167697), 'GPE']","['Colombian', 53, 'NORP']"
Emergency power rationing has been put into effect around Moscow .,"['Moscow', (2666, 2666), 'LOC']","['Moscow', 58, 'GPE']"
"The White House has expressed doubts about a Russian proposal for a Middle East peace conference , saying diplomats should focus on Israel 's upcoming Gaza withdrawal .","['Russian', (44883, 44883), 'GPE']","['Russian', 45, 'NORP']"
"The White House has expressed doubts about a Russian proposal for a Middle East peace conference , saying diplomats should focus on Israel 's upcoming Gaza withdrawal .","['Israel', (44897, 44897), 'LOC']","['Israel', 132, 'GPE']"
"The White House has expressed doubts about a Russian proposal for a Middle East peace conference , saying diplomats should focus on Israel 's upcoming Gaza withdrawal .","['Gaza', (44900, 44900), 'LOC']","['Gaza', 151, 'GPE']"
President Bush is to visit the western U.S. state of Arizona Monday to give a speech on illegal immigration .,"['U.S.', (215773, 215773), 'LOC']","['U.S.', 39, 'GPE']"
President Bush is to visit the western U.S. state of Arizona Monday to give a speech on illegal immigration .,"['Arizona', (215776, 215776), 'LOC']","['Arizona', 53, 'GPE']"
China 's official Xinhua news agency said Tuesday that the Information Office of China 's State Council will issue the document Wednesday .,"['China', (45152, 45152), 'LOC']","['China', 0, 'GPE']"
A top U.S. military officer said Tajikistan and Uzbekistan have agreed to allow the transit of non-lethal U.S. cargo through their territory to Afghanistan .,"['Tajikistan', (56623, 56623), 'GPE']","['Tajikistan', 33, 'NORP']"
A top U.S. military officer said Tajikistan and Uzbekistan have agreed to allow the transit of non-lethal U.S. cargo through their territory to Afghanistan .,"['Afghanistan', (56640, 56640), 'LOC']","['Afghanistan', 144, 'GPE']"
El Salvador is preparing to send another contingent of 380 soldiers to Iraq .,"['El Salvador', (189319, 189320), 'ORG']","['El Salvador', 0, 'GPE']"
El Salvador is preparing to send another contingent of 380 soldiers to Iraq .,"['Iraq', (189331, 189331), 'LOC']","['Iraq', 71, 'GPE']"
"On Thursday , excerpts of a recorded message said to be the voice of Bin Laden was broadcast on the Arabic television network Al-Jazeera .","['Al-Jazeera', (78043, 78043), 'LOC']","['Al-Jazeera', 126, 'ORG']"
Iraqi Sunni leaders say they want more seats on the parliamentary committee charged with drafting the country 's constitution or they will boycott the process .,"['Iraqi', (27020, 27020), 'GPE']","['Iraqi', 0, 'NORP']"
Iraqi Sunni leaders say they want more seats on the parliamentary committee charged with drafting the country 's constitution or they will boycott the process .,"['Sunni', (27021, 27021), 'ORG']","['Sunni', 6, 'NORP']"
Neither Chinese nor North Korean media mentioned the nuclear crisis in their reports .,"['Chinese', (211916, 211916), 'GPE']","['Chinese', 8, 'NORP']"
Israeli troops have killed three suspected Palestinian militants in the West Bank .,"['Israeli', (147246, 147246), 'GPE']","['Israeli', 0, 'NORP']"
Israeli troops have killed three suspected Palestinian militants in the West Bank .,"['Palestinian', (147252, 147252), 'GPE']","['Palestinian', 43, 'NORP']"
"Earlier this week , 16 prisoners were killed at Uribana prison when rival gangs fought for control of two cell blocks .","['Uribana', (64159, 64159), 'LOC']","['Uribana', 48, 'FAC']"
"Last week , Iran said it had reached an industrial scale in uranium enrichment .","['Iran', (66731, 66731), 'LOC']","['Iran', 12, 'GPE']"
"In addition , Nigeria continues to experience longstanding ethnic and religious tensions .","['Nigeria', (55326, 55326), 'LOC']","['Nigeria', 14, 'GPE']"
"After failing in the Korean War ( 1950 - 53 ) to conquer the US-backed Republic of Korea ( ROK ) in the southern portion by force , North Korea ( DPRK ) , under its founder President KIM Il Sung , adopted a policy of ostensible diplomatic and economic "" self-reliance "" as a check against outside influence .","['ROK', (70536, 70536), 'LOC']","['ROK', 91, 'GPE']"
"After failing in the Korean War ( 1950 - 53 ) to conquer the US-backed Republic of Korea ( ROK ) in the southern portion by force , North Korea ( DPRK ) , under its founder President KIM Il Sung , adopted a policy of ostensible diplomatic and economic "" self-reliance "" as a check against outside influence .","['North Korea', (70545, 70546), 'LOC']","['North Korea', 132, 'GPE']"
"After failing in the Korean War ( 1950 - 53 ) to conquer the US-backed Republic of Korea ( ROK ) in the southern portion by force , North Korea ( DPRK ) , under its founder President KIM Il Sung , adopted a policy of ostensible diplomatic and economic "" self-reliance "" as a check against outside influence .","['DPRK', (70548, 70548), 'LOC']","['DPRK', 146, 'GPE']"
"The last warmup game is next Sunday against Latvia in East Hartford , Connecticut .","['Latvia', (61005, 61005), 'LOC']","['Latvia', 44, 'GPE']"
"The last warmup game is next Sunday against Latvia in East Hartford , Connecticut .","['East Hartford', (61007, 61008), 'LOC']","['East Hartford', 54, 'GPE']"
"The last warmup game is next Sunday against Latvia in East Hartford , Connecticut .","['Connecticut', (61010, 61010), 'LOC']","['Connecticut', 70, 'GPE']"
Security officials say the suspect is a local leader of the Baluchistan Liberation Army and wanted in other attacks in addition to the February killings of the Chinese workers in the town of Hub .,"['Chinese', (194150, 194150), 'GPE']","['Chinese', 160, 'NORP']"
Security officials say the suspect is a local leader of the Baluchistan Liberation Army and wanted in other attacks in addition to the February killings of the Chinese workers in the town of Hub .,"['Hub', (194156, 194156), 'LOC']","['Hub', 191, 'GPE']"
Merck is facing thousands of other lawsuits over Vioxx .,"['Vioxx', (3951, 3951), 'WORK_OF_ART']","['Vioxx', 49, 'PRODUCT']"
"And on Thursday , China reported another outbreak of bird flu in a flock of chickens in northeastern Liaoning province , the country 's seventh outbreak in a month .","['China', (36555, 36555), 'LOC']","['China', 18, 'GPE']"
The U.S. military says an American soldier has been killed in central Iraq .,"['U.S.', (202880, 202880), 'LOC']","['U.S.', 4, 'GPE']"
The U.S. military says an American soldier has been killed in central Iraq .,"['American', (202884, 202884), 'GPE']","['American', 26, 'NORP']"
The U.S. military says an American soldier has been killed in central Iraq .,"['Iraq', (202891, 202891), 'LOC']","['Iraq', 70, 'GPE']"
"Expatriates will be able to cast ballots through Thursday , the day when Iraq itself holds the elections .","['Iraq', (77570, 77570), 'LOC']","['Iraq', 73, 'GPE']"
"The state-run Herald newspaper says Mr. Mugabe 's 85th birthday will be celebrated in the town of Chinhoyi , north of the capital Harare .","['Chinhoyi', (30675, 30675), 'LOC']","['Chinhoyi', 98, 'GPE']"
"Separately , Israeli police say they have arrested five members of the Islamic Jihad militant group who they said were planning to carry out a bomb attack in Jerusalem on Thursday .","['Israeli', (38254, 38254), 'GPE']","['Israeli', 13, 'NORP']"
"Separately , Israeli police say they have arrested five members of the Islamic Jihad militant group who they said were planning to carry out a bomb attack in Jerusalem on Thursday .","['Jerusalem', (38280, 38280), 'LOC']","['Jerusalem', 158, 'GPE']"
"Mr. Armitage visited northern Iraq on Saturday , and will also visit Jordan before returning home early this week .","['Iraq', (49859, 49859), 'LOC']","['Iraq', 30, 'GPE']"
Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .,"['Indonesian', (2002, 2002), 'GPE']","['Indonesian', 0, 'NORP']"
Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .,"['Bali', (2011, 2011), 'LOC']","['Bali', 55, 'GPE']"
Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .,"['Bali', (2019, 2019), 'LOC']","['Bali', 55, 'GPE']"
"The Al Aqsa Martyrs ' Brigades , the armed wing of the Fatah movement , said Saturday it would agree to a truce if Israel promises to release Palestinian prisoners and stop military operations , including raids to make arrests , and targeted killings of Palestinian militants .","['Fatah', (62960, 62960), 'LOC']","['Fatah', 55, 'ORG']"
"The Al Aqsa Martyrs ' Brigades , the armed wing of the Fatah movement , said Saturday it would agree to a truce if Israel promises to release Palestinian prisoners and stop military operations , including raids to make arrests , and targeted killings of Palestinian militants .","['Israel', (62972, 62972), 'LOC']","['Israel', 115, 'GPE']"
"The Al Aqsa Martyrs ' Brigades , the armed wing of the Fatah movement , said Saturday it would agree to a truce if Israel promises to release Palestinian prisoners and stop military operations , including raids to make arrests , and targeted killings of Palestinian militants .","['Palestinian', (62976, 62976), 'GPE']","['Palestinian', 142, 'NORP']"
"The Al Aqsa Martyrs ' Brigades , the armed wing of the Fatah movement , said Saturday it would agree to a truce if Israel promises to release Palestinian prisoners and stop military operations , including raids to make arrests , and targeted killings of Palestinian militants .","['Palestinian', (62993, 62993), 'GPE']","['Palestinian', 142, 'NORP']"
"Earlier this week , the government said it had broken up a plot to attack several Western diplomatic missions in the capital , Khartoum .","['Khartoum', (8866, 8866), 'LOC']","['Khartoum', 127, 'GPE']"
"The International Committee of the Red Cross says 84 people have been killed in the capital city of Khartoum since Monday , when southern Sudanese began rioting after learning of Mr. Garang 's death in a helicopter crash Saturday .","['Khartoum', (216104, 216104), 'LOC']","['Khartoum', 100, 'GPE']"
"The International Committee of the Red Cross says 84 people have been killed in the capital city of Khartoum since Monday , when southern Sudanese began rioting after learning of Mr. Garang 's death in a helicopter crash Saturday .","['Sudanese', (216110, 216110), 'GPE']","['Sudanese', 138, 'NORP']"
"Ayham al-Sammarei tells VOA that he has been meeting with representatives from the Islamic Army in Iraq and the Mujaheddin Army , and trying to find a way for them to enter negotiations with the government .","['Iraq', (150055, 150055), 'LOC']","['Iraq', 99, 'GPE']"
"The U.S. men 's national football team has completed a 10-day training camp in Cary , North Carolina ahead of the World Cup finals next month in Germany .","['U.S.', (60897, 60897), 'LOC']","['U.S.', 4, 'GPE']"
"The U.S. men 's national football team has completed a 10-day training camp in Cary , North Carolina ahead of the World Cup finals next month in Germany .","['Cary', (60910, 60910), 'LOC']","['Cary', 79, 'GPE']"
"The U.S. men 's national football team has completed a 10-day training camp in Cary , North Carolina ahead of the World Cup finals next month in Germany .","['North Carolina', (60912, 60913), 'LOC']","['North Carolina', 86, 'GPE']"
"The U.S. men 's national football team has completed a 10-day training camp in Cary , North Carolina ahead of the World Cup finals next month in Germany .","['Germany', (60923, 60923), 'LOC']","['Germany', 145, 'GPE']"
Venezuela 's defense minister says his country is considering building unmanned planes and may look to allied countries - such as Iran - for help .,"['Iran', (22713, 22713), 'LOC']","['Iran', 130, 'GPE']"
Israeli police say Prime Minister Ehud Olmert will be questioned by police this week for a second time in a corruption investigation against him .,"['Israeli', (211698, 211698), 'GPE']","['Israeli', 0, 'NORP']"
The court 's chief prosecutor David Crane says the exiled former leader ordered the assassination of Guinean President Lansana Conte in January to punish him for allegedly supporting rebels in Liberia .,"['Guinean', (31735, 31735), 'GPE']","['Guinean', 101, 'NORP']"
The court 's chief prosecutor David Crane says the exiled former leader ordered the assassination of Guinean President Lansana Conte in January to punish him for allegedly supporting rebels in Liberia .,"['Liberia', (31749, 31749), 'LOC']","['Liberia', 193, 'GPE']"
A Jewish settler in the West Bank has been indicted by an Israeli court in the shooting deaths of four Palestinians in northern Israel earlier this month .,"['Israeli', (53785, 53785), 'GPE']","['Israeli', 58, 'NORP']"
A Jewish settler in the West Bank has been indicted by an Israeli court in the shooting deaths of four Palestinians in northern Israel earlier this month .,"['Palestinians', (53793, 53793), 'GPE']","['Palestinians', 103, 'NORP']"
A Jewish settler in the West Bank has been indicted by an Israeli court in the shooting deaths of four Palestinians in northern Israel earlier this month .,"['Israel', (53796, 53796), 'LOC']","['Israel', 128, 'GPE']"
"Taiwan says it is asking the United States to clarify recent comments by a top State Department official who indirectly likened the island to a "" landmine "" in U.S.-China relations .","['Taiwan', (93916, 93916), 'LOC']","['Taiwan', 0, 'GPE']"
A short time later Israeli forces fired artillery at the area in Gaza the militants used to launch the rockets .,"['Israeli', (209863, 209863), 'GPE']","['Israeli', 19, 'NORP']"
A short time later Israeli forces fired artillery at the area in Gaza the militants used to launch the rockets .,"['Gaza', (209871, 209871), 'LOC']","['Gaza', 65, 'GPE']"
"He said the insurgents are motivated by a vision of the world that is , "" backward and barbaric "" and by a desire to thwart freedom in Iraq .","['Iraq', (136464, 136464), 'LOC']","['Iraq', 135, 'GPE']"
He says he wants to know if housing 10 U.S. interceptor missiles in Poland increases or diminishes security .,"['U.S.', (111213, 111213), 'LOC']","['U.S.', 39, 'GPE']"
He says he wants to know if housing 10 U.S. interceptor missiles in Poland increases or diminishes security .,"['Poland', (111217, 111217), 'LOC']","['Poland', 68, 'GPE']"
The French driver leads the season standings with 45 points .,"['French', (43972, 43972), 'GPE']","['French', 4, 'NORP']"
"Mr. Abbas said he will also ask for economic aid , and the two men are expected to discuss Israel 's plan to withdraw from the Gaza Strip .","['Israel', (23489, 23489), 'ORG']","['Israel', 91, 'GPE']"
"Greece contends that the former Yugoslav republic 's refusal to change its name implies territorial claims , a charge Macedonia denies .","['Greece', (99808, 99808), 'ORG']","['Greece', 0, 'GPE']"
"Greece contends that the former Yugoslav republic 's refusal to change its name implies territorial claims , a charge Macedonia denies .","['Yugoslav', (99813, 99813), 'GPE']","['Yugoslav', 32, 'NORP']"
"Greece contends that the former Yugoslav republic 's refusal to change its name implies territorial claims , a charge Macedonia denies .","['Macedonia', (99827, 99827), 'LOC']","['Macedonia', 118, 'GPE']"
"He said the role and sacrifices made by Islamabad , a key U.S. ally in the war on terror , have been acknowledged by the international community .","['Islamabad', (33493, 33493), 'LOC']","['Islamabad', 40, 'GPE']"
"He said the role and sacrifices made by Islamabad , a key U.S. ally in the war on terror , have been acknowledged by the international community .","['U.S.', (33497, 33497), 'LOC']","['U.S.', 58, 'GPE']"
"Despite Bangladesh 's highest total ever in a limited-overs match , the Kiwis were able to win the match by six wickets in Auckland .","['Bangladesh', (187266, 187266), 'LOC']","['Bangladesh', 8, 'GPE']"
"Despite Bangladesh 's highest total ever in a limited-overs match , the Kiwis were able to win the match by six wickets in Auckland .","['Kiwis', (187277, 187277), 'GPE']","['Kiwis', 72, 'NORP']"
"Despite Bangladesh 's highest total ever in a limited-overs match , the Kiwis were able to win the match by six wickets in Auckland .","['Auckland', (187288, 187288), 'LOC']","['Auckland', 123, 'GPE']"
The four British soldiers have pleaded not guilty .,"['British', (203408, 203408), 'GPE']","['British', 9, 'NORP']"
"He said numerous nations , including Australia , China , India , and Kuwait , have sent large cash donations to the Red Cross .","['Australia', (192950, 192950), 'LOC']","['Australia', 37, 'GPE']"
"He said numerous nations , including Australia , China , India , and Kuwait , have sent large cash donations to the Red Cross .","['China', (192952, 192952), 'LOC']","['China', 49, 'GPE']"
"He said numerous nations , including Australia , China , India , and Kuwait , have sent large cash donations to the Red Cross .","['India', (192954, 192954), 'LOC']","['India', 57, 'GPE']"
"He said numerous nations , including Australia , China , India , and Kuwait , have sent large cash donations to the Red Cross .","['Kuwait', (192957, 192957), 'LOC']","['Kuwait', 69, 'GPE']"
"Meanwhile , medics treating Marburg fever patients are recommending closing down a hospital in Uige province because they say it needs to be disinfected .","['Uige', (194802, 194802), 'LOC']","['Uige', 95, 'GPE']"
The United States and Iran are at odds over the Middle East country 's nuclear program .,"['Iran', (108097, 108097), 'LOC']","['Iran', 22, 'GPE']"
Western analysts say Topol missiles were first deployed in Russian silos in the late 1990s .,"['Topol', (15009, 15009), 'WORK_OF_ART']","['Topol', 21, 'PRODUCT']"
Western analysts say Topol missiles were first deployed in Russian silos in the late 1990s .,"['Russian', (15015, 15015), 'GPE']","['Russian', 59, 'NORP']"
"Mr. Hu 's trip precedes the next round of six-nation talks on North Korea 's nuclear ambitions , set to take place in Beijing early next month .","['Beijing', (176442, 176442), 'LOC']","['Beijing', 118, 'GPE']"
He then called on Polish authorities to introduce legislation decriminalizing libel and defamation .,"['Polish', (165794, 165794), 'GPE']","['Polish', 18, 'NORP']"
"On Friday , five soldiers were killed when dozens of militants stormed a military checkpoint in Orakzai .","['Orakzai', (2352, 2352), 'LOC']","['Orakzai', 96, 'GPE']"
The famine killed as many as 10 million people in what was then Soviet Ukraine .,"['Ukraine', (187019, 187019), 'LOC']","['Ukraine', 71, 'GPE']"
"In September 2003 , Swedish voters turned down entry into the euro system concerned about the impact on the economy and sovereignty .","['Swedish', (83161, 83161), 'GPE']","['Swedish', 20, 'NORP']"
"He also called on Hamas , which won Palestinian elections in January , to reject peace deals between the Palestinian Authority and Israel .","['Palestinian', (210307, 210307), 'GPE']","['Palestinian', 36, 'NORP']"
"He also called on Hamas , which won Palestinian elections in January , to reject peace deals between the Palestinian Authority and Israel .","['Israel', (210321, 210321), 'ORG']","['Israel', 131, 'GPE']"
"It says Eritrean security forces indiscriminately arrested suspects at their homes , shops , offices and road blocks last Thursday .","['Eritrean', (157500, 157500), 'GPE']","['Eritrean', 8, 'NORP']"
Nearly 40 Palestinians have been killed since Israel began its campaign last week .,"['Nearly 40', (88873, 88874), 'DATE']","['Nearly 40', 0, 'CARDINAL']"
Nearly 40 Palestinians have been killed since Israel began its campaign last week .,"['Palestinians', (88875, 88875), 'GPE']","['Palestinians', 10, 'NORP']"
Nearly 40 Palestinians have been killed since Israel began its campaign last week .,"['Israel', (88880, 88880), 'LOC']","['Israel', 46, 'GPE']"
Europe currently relies on Russia for a quarter of its natural gas .,"['Russia', (58612, 58612), 'LOC']","['Russia', 27, 'GPE']"
Somalia has experienced nearly two decades of violence and lawlessness since the fall of the last functioning central government .,"['Somalia', (62462, 62462), 'LOC']","['Somalia', 0, 'GPE']"
"Mexican authorities are investigating an explosion at an oil pipeline in Puebla State that killed at least 28 people , including at least 12 children .","['Mexican', (89923, 89923), 'GPE']","['Mexican', 0, 'NORP']"
"Mexican authorities are investigating an explosion at an oil pipeline in Puebla State that killed at least 28 people , including at least 12 children .","['Puebla State', (89934, 89935), 'LOC']","['Puebla State', 73, 'GPE']"
"In other violence , Pakistani security forces say they have arrested 11 suspected militants , including three Afghanis , during security operations in Malakand and Swat districts .","['Pakistani', (104959, 104959), 'GPE']","['Pakistani', 20, 'NORP']"
"In other violence , Pakistani security forces say they have arrested 11 suspected militants , including three Afghanis , during security operations in Malakand and Swat districts .","['Malakand', (104978, 104978), 'LOC']","['Malakand', 151, 'GPE']"
"In other violence , Pakistani security forces say they have arrested 11 suspected militants , including three Afghanis , during security operations in Malakand and Swat districts .","['Swat', (104980, 104980), 'ORG']","['Swat', 164, 'GPE']"
